,ground_failure_estimate_cropped
382,0.00058782735
383,0.00058737566
384,0.0006572785
385,0.00065774785
386,0.000604929
387,0.000612342
388,0.00064253114
389,0.00059605425
390,0.0006008243
391,0.00058655516
392,0.00055300153
393,0.00060525816
394,0.00058471865
395,0.0005890911
396,0.0005566715
397,0.00056604506
398,0.00056775555
399,0.0005457383
400,0.0005874859
401,0.0005947336
402,0.0005431973
403,0.0005404158
404,0.00059168576
405,0.0005739299
406,0.00057602685
407,0.00057230005
408,0.00056684116
409,0.0005637302
410,0.0005757969
411,0.0005801628
412,0.0005655517
413,0.0005610255
414,0.00057069765
415,0.00057992997
416,0.00058279873
417,0.0005668278
418,0.0005623552
419,0.00056940527
420,0.0005684094
421,0.0005613925
422,0.00055491435
423,0.0005588723
424,0.000566376
425,0.00056764844
426,0.0005723631
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0005682115
434,0.000572466
435,0.0005668715
436,0.00056411437
437,0.0
438,0.0
439,0.0
440,0.000575679
441,0.00057913223
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.00056013337
449,0.0
450,0.0
451,0.0
452,0.0
453,0.00056250964
454,0.0005609601
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.000551152
471,0.0
472,0.0
473,0.0
474,0.0
475,0.00056618766
476,0.0005610809
477,0.0005626952
478,0.00058466423
479,0.0005843766
480,0.0005770217
481,0.0005825653
482,0.00057825283
483,0.0005722495
484,0.00057359756
485,0.0005736594
486,0.0005403
487,0.0005390977
488,0.000540602
489,0.0005396462
490,0.00056337035
491,0.0005698835
492,0.00058010855
493,0.0005711016
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0005462675
503,0.0005492643
504,0.00057488325
505,0.0005934003
506,0.000618036
507,0.00063244835
508,0.0006096604
509,0.00061547547
510,0.00059000467
511,0.000577491
512,0.00058790867
513,0.0005986884
514,0.0006568257
515,0.0006303934
516,0.0006290405
517,0.0006150779
518,0.00062044803
519,0.0006111536
520,0.0006016325
521,0.0005900446
522,0.000584459
523,0.0005901443
524,0.000556351
525,0.00055315666
526,0.00061482046
527,0.0005612758
528,0.00055929984
529,0.00054418517
530,0.00053881644
531,0.0005952309
532,0.0005462149
533,0.0005443483
534,0.00056906434
535,0.00056853204
536,0.00057608756
537,0.0005767478
538,0.000564644
539,0.00056914514
540,0.0005922365
541,0.00058380084
542,0.00057119975
543,0.00056474906
544,0.00057078886
545,0.0005725618
546,0.0005800444
547,0.00057598465
548,0.0005664271
549,0.0005680745
550,0.0005735342
551,0.0005701416
552,0.000568207
553,0.00056976196
554,0.0005700213
555,0.0005737027
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0005732438
565,0.00056978804
566,0.0
567,0.0
568,0.0
569,0.0005719517
570,0.00057608355
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0005657944
578,0.0
579,0.0
580,0.0
581,0.0
582,0.00056340086
583,0.00056376256
584,0.0
585,0.0
586,0.0
587,0.00056858954
588,0.00056364195
589,0.00056239235
590,0.0
591,0.00056143024
592,0.0005621993
593,0.0005611157
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.00056396396
606,0.00056249526
607,0.0005698771
608,0.00059773563
609,0.00058716355
610,0.00058166514
611,0.0005775
612,0.00057165336
613,0.0005648928
614,0.00053901505
615,0.0005433946
616,0.00053864386
617,0.0005369901
618,0.00055689097
619,0.00055371225
620,0.00055768713
621,0.0005680823
622,0.00057345774
623,0.0005696619
624,0.0005663861
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.00054703775
634,0.000554345
635,0.0005743961
636,0.0005643786
637,0.0005667935
638,0.0006100214
639,0.000622399
640,0.0006498004
641,0.0006178944
642,0.0005519359
643,0.000559178
644,0.0006407093
645,0.0006634902
646,0.0006708178
647,0.00065774366
648,0.0006544364
649,0.0006497189
650,0.00064327207
651,0.00062425935
652,0.0006120827
653,0.0005784384
654,0.00061337935
655,0.00060858874
656,0.0005489342
657,0.0006066392
658,0.00056902925
659,0.0005628293
660,0.0005603537
661,0.000562915
662,0.00056141336
663,0.00056223164
664,0.0005926313
665,0.00057640794
666,0.0005744927
667,0.00056894426
668,0.0
669,0.00056587975
670,0.00058797485
671,0.0005862124
672,0.000576125
673,0.00056599174
674,0.0005666094
675,0.0005676656
676,0.0005771368
677,0.00058047264
678,0.0005727654
679,0.0
680,0.0005728955
681,0.0005742602
682,0.0005720347
683,0.0005721564
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0005666475
714,0.0005700519
715,0.00057182263
716,0.0005729655
717,0.0005756446
718,0.0005752529
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0005635911
736,0.00056738086
737,0.00057877204
738,0.00060463994
739,0.00058757054
740,0.00058462017
741,0.0005765862
742,0.0005677004
743,0.00056219567
744,0.0005363242
745,0.00054418546
746,0.0005426644
747,0.0005376905
748,0.0005548643
749,0.0005542709
750,0.0005517159
751,0.0005601623
752,0.0005774353
753,0.0005784082
754,0.0005716071
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0005466762
764,0.00055610214
765,0.0005775007
766,0.0005631976
767,0.00056746387
768,0.0005982007
769,0.0005916058
770,0.0006256308
771,0.0006158936
772,0.0005515322
773,0.00055410655
774,0.00062704226
775,0.00064820773
776,0.00066203094
777,0.0006584546
778,0.00066025945
779,0.0006626356
780,0.0006622425
781,0.00066154025
782,0.00063781755
783,0.0005771759
784,0.0006013954
785,0.0006126942
786,0.0005486231
787,0.0005883135
788,0.0005627624
789,0.0005633862
790,0.00055985746
791,0.0005595521
792,0.0005591324
793,0.00055976055
794,0.0005890575
795,0.0005735245
796,0.00057747733
797,0.0005796968
798,0.00057157496
799,0.0
800,0.0005788079
801,0.00058808073
802,0.0005849661
803,0.0005704942
804,0.000571223
805,0.00057522167
806,0.00058318296
807,0.0005812346
808,0.0005762106
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.00056811876
844,0.0005691433
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.00056574703
866,0.0005692627
867,0.00058819563
868,0.0006003586
869,0.0006290878
870,0.0005628962
871,0.00055428356
872,0.0005714286
873,0.0005680895
874,0.0005653826
875,0.0005697065
876,0.0005623029
877,0.0005591669
878,0.000562961
879,0.0005617733
880,0.0005511011
881,0.000553221
882,0.00057099725
883,0.0005848356
884,0.00057528773
885,0.0005857489
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0005355512
895,0.0005464185
896,0.00055446627
897,0.00055939466
898,0.0005855304
899,0.0005788849
900,0.0005794589
901,0.00057093345
902,0.00057258207
903,0.0005830659
904,0.00058967853
905,0.00059851893
906,0.00060048397
907,0.0005992761
908,0.000643979
909,0.00056036044
910,0.00055800617
911,0.0005588632
912,0.0005621947
913,0.0006319284
914,0.000577209
915,0.0005738797
916,0.00057283865
917,0.00056504685
918,0.00056582544
919,0.0005699043
920,0.0005641751
921,0.00056105823
922,0.0005658962
923,0.0005677397
924,0.00057461095
925,0.00057386496
926,0.0005774338
927,0.0005880429
928,0.00058920647
929,0.00057755096
930,0.0
931,0.0005844878
932,0.0005882038
933,0.0005839993
934,0.00057635864
935,0.000578984
936,0.0005787628
937,0.0005733776
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.00056140556
996,0.0005704644
997,0.0005629355
998,0.000552337
999,0.00056225364
1000,0.0005652408
1001,0.00053490803
1002,0.0005800189
1003,0.0005540257
1004,0.00056217075
1005,0.0005782639
1006,0.00056646956
1007,0.0
1008,0.0
1009,0.0005546521
1010,0.00053795654
1011,0.0005404477
1012,0.0005475567
1013,0.00058106106
1014,0.0005659378
1015,0.0005763296
1016,0.0005861003
1017,0.00055595004
1018,0.0005684255
1019,0.00057295914
1020,0.0005600167
1021,0.0005849196
1022,0.000574369
1023,0.0005730072
1024,0.00057046284
1025,0.00056203693
1026,0.00056212663
1027,0.00056471175
1028,0.00056360516
1029,0.00055854325
1030,0.0005547235
1031,0.0005612521
1032,0.00057898404
1033,0.00058315415
1034,0.0005949422
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0005615147
1044,0.00058173185
1045,0.0005503649
1046,0.0005511992
1047,0.0005488362
1048,0.00055101234
1049,0.0006210818
1050,0.0006050696
1051,0.00060037646
1052,0.00060664886
1053,0.000612875
1054,0.0005870438
1055,0.0005899377
1056,0.00058885844
1057,0.0005914495
1058,0.000627141
1059,0.0005521955
1060,0.0005479128
1061,0.000605356
1062,0.00062280515
1063,0.00062651094
1064,0.000605775
1065,0.0005674765
1066,0.00056464603
1067,0.0005660621
1068,0.00057223137
1069,0.0005726273
1070,0.00056550535
1071,0.00057477027
1072,0.0005822557
1073,0.0005776651
1074,0.00058174314
1075,0.0005846937
1076,0.00059213286
1077,0.00060246204
1078,0.0005910522
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0005610808
1145,0.00056480116
1146,0.00058966916
1147,0.0005757847
1148,0.00055217947
1149,0.0005615
1150,0.0005742651
1151,0.0005584275
1152,0.00055510155
1153,0.00056776224
1154,0.00057497865
1155,0.0005579825
1156,0.0
1157,0.0005543905
1158,0.0005751542
1159,0.0005991867
1160,0.0005434918
1161,0.00054254016
1162,0.00056355045
1163,0.00057232386
1164,0.0005503838
1165,0.0005477427
1166,0.0005565455
1167,0.0006794483
1168,0.0006528083
1169,0.0006369615
1170,0.00060460926
1171,0.0005877637
1172,0.0005785302
1173,0.0005848781
1174,0.00057334686
1175,0.0005634672
1176,0.0005635234
1177,0.0005663472
1178,0.00056357315
1179,0.0005582437
1180,0.0005585349
1181,0.00057327724
1182,0.0005763285
1183,0.00057525403
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0005572347
1193,0.00057389605
1194,0.00054852426
1195,0.00054962444
1196,0.00054611824
1197,0.0005468236
1198,0.0005510253
1199,0.00054941326
1200,0.0006058086
1201,0.00060254737
1202,0.0005730687
1203,0.0005734342
1204,0.0
1205,0.00057189405
1206,0.0005500027
1207,0.0005503633
1208,0.0005484049
1209,0.00054741267
1210,0.0005979919
1211,0.00056929403
1212,0.0005824793
1213,0.00058522157
1214,0.00057245017
1215,0.0005652051
1216,0.00056513277
1217,0.0005712903
1218,0.0005867371
1219,0.00058355276
1220,0.00057945756
1221,0.0005890009
1222,0.00059020054
1223,0.00058609835
1224,0.00059104327
1225,0.000598436
1226,0.0006018556
1227,0.0005961492
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0005676598
1294,0.0005633429
1295,0.00058306695
1296,0.00057929615
1297,0.0005556146
1298,0.0005691953
1299,0.00058446283
1300,0.00056056265
1301,0.00056241726
1302,0.000569754
1303,0.00056459534
1304,0.00055141666
1305,0.0005488594
1306,0.0005603441
1307,0.0005783381
1308,0.0006001264
1309,0.0005393559
1310,0.00053769397
1311,0.0005673543
1312,0.00057523337
1313,0.00054478005
1314,0.0005451818
1315,0.0005580697
1316,0.0006682161
1317,0.00064283994
1318,0.0006353068
1319,0.0006189668
1320,0.00060455216
1321,0.00057805126
1322,0.00058511907
1323,0.00058221887
1324,0.000566016
1325,0.00056742993
1326,0.00057370105
1327,0.0005669232
1328,0.0005628919
1329,0.00056087045
1330,0.00057420344
1331,0.0005775784
1332,0.0005774879
1333,0.00056212797
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.00055389846
1341,0.0005578295
1342,0.00057118194
1343,0.0005474041
1344,0.0005502988
1345,0.0005489793
1346,0.00054502895
1347,0.000547402
1348,0.000551885
1349,0.00061384984
1350,0.00060699985
1351,0.00057251507
1352,0.0005689814
1353,0.0
1354,0.0005692295
1355,0.00054540037
1356,0.0005449016
1357,0.0005456836
1358,0.00054742757
1359,0.00060680526
1360,0.0005705726
1361,0.00057143794
1362,0.0005824517
1363,0.0005886314
1364,0.0005813168
1365,0.00057321554
1366,0.00057490595
1367,0.0005937233
1368,0.000602925
1369,0.0006020109
1370,0.00060392293
1371,0.0006019511
1372,0.0005910971
1373,0.0005910157
1374,0.000595627
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0005345768
1425,0.0005331798
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0005684544
1443,0.00056561537
1444,0.0005628341
1445,0.0005833578
1446,0.00056010426
1447,0.0005706711
1448,0.0005735142
1449,0.0005693479
1450,0.00057123543
1451,0.00056478963
1452,0.0005534169
1453,0.0
1454,0.0005587944
1455,0.0005669098
1456,0.00057346583
1457,0.00059701124
1458,0.0005816968
1459,0.0005850809
1460,0.0005768286
1461,0.00057339977
1462,0.0005417175
1463,0.0005477268
1464,0.0006367281
1465,0.00064793153
1466,0.0005956947
1467,0.00058878853
1468,0.0006073557
1469,0.0006099132
1470,0.0005796158
1471,0.00057305885
1472,0.0006002207
1473,0.00057963724
1474,0.00057583756
1475,0.0005783303
1476,0.000571187
1477,0.00057172874
1478,0.00056764646
1479,0.0005786525
1480,0.0005863193
1481,0.0005809246
1482,0.00056790654
1483,0.0005676597
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0005563524
1490,0.00056384096
1491,0.00057290646
1492,0.0005813214
1493,0.0005520761
1494,0.0005863361
1495,0.00057308364
1496,0.0005447122
1497,0.00054697355
1498,0.00054569443
1499,0.0005477991
1500,0.0005507293
1501,0.0005508609
1502,0.00054908707
1503,0.0005437879
1504,0.00056510733
1505,0.0005695569
1506,0.0005683526
1507,0.00057402236
1508,0.00058272993
1509,0.00058303156
1510,0.0005799056
1511,0.0005856334
1512,0.00061157905
1513,0.0006012364
1514,0.0005890162
1515,0.0
1516,0.00059829024
1517,0.00061319297
1518,0.0006246519
1519,0.0006170796
1520,0.00060232537
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0005598573
1572,0.00053707033
1573,0.00053718843
1574,0.0005370307
1575,0.0005357185
1576,0.0005729973
1577,0.00053354306
1578,0.0005507208
1579,0.0005472299
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.000543478
1586,0.00054537813
1587,0.0005467529
1588,0.00054674613
1589,0.0005442063
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0005674855
1597,0.00057261833
1598,0.0005729799
1599,0.0005672562
1600,0.00055678363
1601,0.0
1602,0.0005565897
1603,0.0005566822
1604,0.0005550923
1605,0.0005683611
1606,0.0006001549
1607,0.00053850946
1608,0.000539698
1609,0.00058170315
1610,0.0005752581
1611,0.0005676648
1612,0.0005890451
1613,0.0006553215
1614,0.00059026584
1615,0.0005825966
1616,0.0005865531
1617,0.00058498356
1618,0.0005939254
1619,0.00059670705
1620,0.00058094977
1621,0.0005900313
1622,0.00058342045
1623,0.00058260054
1624,0.00057173934
1625,0.00057061244
1626,0.00058183225
1627,0.0005685655
1628,0.0005827819
1629,0.0005812544
1630,0.0005776548
1631,0.0
1632,0.0005701738
1633,0.00056780694
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.000558609
1639,0.0005651238
1640,0.00057570485
1641,0.0005505004
1642,0.0005566101
1643,0.00055152935
1644,0.00054570386
1645,0.000546012
1646,0.0005449859
1647,0.0005462186
1648,0.0005470206
1649,0.00060319173
1650,0.0006079961
1651,0.00061126245
1652,0.0006090925
1653,0.000573153
1654,0.00056882197
1655,0.0005665582
1656,0.00057227135
1657,0.00058236206
1658,0.0005900182
1659,0.00059285125
1660,0.0005985766
1661,0.000606029
1662,0.00061189546
1663,0.0006003479
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0006067549
1689,0.00060635776
1690,0.00057236647
1691,0.0005667483
1692,0.00056527223
1693,0.00059594173
1694,0.0005671836
1695,0.0005634151
1696,0.0005639905
1697,0.00056444947
1698,0.0005608008
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
